# Table format: XY
# axis1_unit = null
# axis2_unit = m
# axis3_unit = m
# axis4_unit = m
# axis5_unit = m
# axis6_unit = m
# axis7_unit = m**3
# axis8_unit = m**2
# axis9_unit = m**2
# axis10_unit = m**2
# axis11_unit = m**2
# axis12_unit = m**2
# axis13_unit = m**2
# axis14_unit = m**2
# S1 wet A : Area of FWD
# S2 wet A : Area of Left
# S3 wet A : Area of AFT
# S4 wet A : Area of Right
# S5 wet A : Area of Top
# S6 wet A : Area of Bottom
#C	COGx        	COGy        	COGz        	hfl/minPt   	hfl/refPt   	vol         	FS area     	S1 wet A    	S2 wet A    	S3 wet A    	S4 wet A    	S5 wet A    	S6 wet A    	zeros
"# Orientation 1 : pitch = -20.0 degree ;   roll = -20.0 degree"														
4	-2.304679E-03	-2.341632E-03	-5.170553E-03	5.675679E-01	2.537839E-01	2.452934E-01	2.094827E-01	2.484491E-01	5.000000E-01	2.411383E-01	4.564726E-01	2.952198E-01	5.000000E-01	0.000000E+00
5	-3.364658E-03	-3.872309E-03	-1.052159E-02	5.475679E-01	2.337839E-01	2.401191E-01	3.079464E-01	2.449930E-01	5.000000E-01	2.342458E-01	4.360134E-01	1.989665E-01	5.000000E-01	0.000000E+00
6	-4.458612E-03	-4.767794E-03	-1.769185E-02	5.275679E-01	2.137839E-01	2.329755E-01	4.064100E-01	2.395676E-01	5.000000E-01	2.253841E-01	4.155541E-01	1.027131E-01	5.000000E-01	0.000000E+00
7	-5.462622E-03	-4.336301E-03	-2.659434E-02	5.075679E-01	1.937839E-01	2.239610E-01	4.865736E-01	2.321729E-01	4.961975E-01	2.151918E-01	3.950948E-01	2.434909E-02	5.000000E-01	0.000000E+00
8	-5.684471E-03	-2.871949E-03	-3.649884E-02	4.875679E-01	1.737839E-01	2.138873E-01	5.114819E-01	2.228126E-01	4.809138E-01	2.049621E-01	3.746355E-01	0.000000E+00	5.000000E-01	0.000000E+00
9	-5.682713E-03	-1.266468E-03	-4.655895E-02	4.675679E-01	1.537839E-01	2.036577E-01	5.114819E-01	2.125829E-01	4.604546E-01	1.947325E-01	3.541763E-01	0.000000E+00	5.000000E-01	0.000000E+00
10	-5.717701E-03	2.838488E-04	-5.662542E-02	4.475679E-01	1.337839E-01	1.934281E-01	5.114819E-01	2.023533E-01	4.399953E-01	1.845028E-01	3.337170E-01	0.000000E+00	5.000000E-01	0.000000E+00
11	-5.795604E-03	1.769778E-03	-6.669932E-02	4.275679E-01	1.137839E-01	1.831984E-01	5.114819E-01	1.921237E-01	4.195360E-01	1.742732E-01	3.132577E-01	0.000000E+00	5.000000E-01	0.000000E+00
12	-5.923992E-03	3.179904E-03	-7.678196E-02	4.075679E-01	9.378394E-02	1.729688E-01	5.114819E-01	1.818940E-01	3.990767E-01	1.640436E-01	2.927984E-01	0.000000E+00	5.000000E-01	0.000000E+00
13	-6.112462E-03	4.499909E-03	-8.687499E-02	3.875679E-01	7.378394E-02	1.627392E-01	5.114819E-01	1.716644E-01	3.786175E-01	1.538139E-01	2.723392E-01	0.000000E+00	5.000000E-01	0.000000E+00
14	-6.373054E-03	5.711686E-03	-9.698050E-02	3.675679E-01	5.378394E-02	1.525095E-01	5.114819E-01	1.614348E-01	3.581582E-01	1.435843E-01	2.518799E-01	0.000000E+00	5.000000E-01	0.000000E+00
15	-6.721353E-03	6.791886E-03	-1.071012E-01	3.475679E-01	3.378394E-02	1.422799E-01	5.114819E-01	1.512051E-01	3.376989E-01	1.333547E-01	2.314206E-01	0.000000E+00	5.000000E-01	0.000000E+00
16	-7.177686E-03	7.709902E-03	-1.172406E-01	3.275679E-01	1.378394E-02	1.320502E-01	5.114819E-01	1.409755E-01	3.172396E-01	1.231250E-01	2.109613E-01	0.000000E+00	5.000000E-01	0.000000E+00
17	-7.769322E-03	8.424904E-03	-1.274033E-01	3.075679E-01	-6.216065E-03	1.218206E-01	5.114819E-01	1.307458E-01	2.967804E-01	1.128954E-01	1.905021E-01	0.000000E+00	5.000000E-01	0.000000E+00
18	-8.533454E-03	8.881059E-03	-1.375960E-01	2.875679E-01	-2.621606E-02	1.115910E-01	5.114819E-01	1.205162E-01	2.763211E-01	1.026657E-01	1.700428E-01	0.000000E+00	5.000000E-01	0.000000E+00
19	-9.522295E-03	8.999985E-03	-1.478275E-01	2.675679E-01	-4.621606E-02	1.013613E-01	5.114819E-01	1.102866E-01	2.558618E-01	9.243610E-02	1.495835E-01	0.000000E+00	5.000000E-01	0.000000E+00
20	-1.081154E-02	8.668121E-03	-1.581110E-01	2.475679E-01	-6.621606E-02	9.113170E-02	5.114819E-01	1.000569E-01	2.354025E-01	8.220647E-02	1.291243E-01	0.000000E+00	5.000000E-01	0.000000E+00
21	-1.251516E-02	7.714477E-03	-1.684662E-01	2.275679E-01	-8.621606E-02	8.090206E-02	5.114819E-01	8.982728E-02	2.149433E-01	7.197683E-02	1.086650E-01	0.000000E+00	5.000000E-01	0.000000E+00
22	-1.481301E-02	5.869057E-03	-1.789242E-01	2.075679E-01	-1.062161E-01	7.067243E-02	5.114819E-01	7.959766E-02	1.944840E-01	6.174720E-02	8.820572E-02	0.000000E+00	5.000000E-01	0.000000E+00
23	-1.800690E-02	2.679047E-03	-1.895372E-01	1.875679E-01	-1.262161E-01	6.044279E-02	5.114819E-01	6.936801E-02	1.740247E-01	5.151756E-02	6.774643E-02	0.000000E+00	5.000000E-01	0.000000E+00
24	-2.264441E-02	-2.677325E-03	-2.004000E-01	1.675679E-01	-1.462161E-01	5.021314E-02	5.114819E-01	5.913837E-02	1.535654E-01	4.128792E-02	4.728715E-02	0.000000E+00	5.000000E-01	0.000000E+00
25	-2.983359E-02	-1.186280E-02	-2.117043E-01	1.475679E-01	-1.662161E-01	3.998352E-02	5.114819E-01	4.890874E-02	1.331062E-01	3.105829E-02	2.682789E-02	0.000000E+00	5.000000E-01	0.000000E+00
26	-4.168344E-02	-2.847781E-02	-2.238603E-01	1.275679E-01	-1.862161E-01	2.978712E-02	5.025960E-01	3.867910E-02	1.126469E-01	2.113876E-02	8.214957E-03	0.000000E+00	4.913136E-01	0.000000E+00
27	-5.548627E-02	-5.422475E-02	-2.369987E-01	1.075679E-01	-2.062161E-01	2.023997E-02	4.427155E-01	2.844947E-02	9.218763E-02	1.299893E-02	1.979798E-04	0.000000E+00	4.327773E-01	0.000000E+00
28	-7.257683E-02	-8.325319E-02	-2.505343E-01	8.756788E-02	-2.262161E-01	1.235239E-02	3.452044E-01	1.887581E-02	7.172831E-02	6.828357E-03	0.000000E+00	0.000000E+00	3.374552E-01	0.000000E+00
29	-1.023911E-01	-1.116356E-01	-2.642198E-01	6.756788E-02	-2.462161E-01	6.432945E-03	2.467409E-01	1.123820E-02	5.126906E-02	2.627073E-03	0.000000E+00	0.000000E+00	2.412020E-01	0.000000E+00
30	-1.640789E-01	-1.383517E-01	-2.782760E-01	4.756788E-02	-2.662161E-01	2.482767E-03	1.482773E-01	5.569860E-03	3.080980E-02	3.950591E-04	0.000000E+00	0.000000E+00	1.449487E-01	0.000000E+00
31	-2.924683E-01	-1.615809E-01	-2.931080E-01	2.756788E-02	-2.862161E-01	4.925902E-04	5.360480E-02	1.870780E-03	1.113828E-02	0.000000E+00	0.000000E+00	0.000000E+00	5.240146E-02	0.000000E+00
32	-4.353003E-01	-1.840549E-01	-3.081080E-01	7.567876E-03	-3.062161E-01	1.019064E-05	4.039685E-03	1.409829E-04	8.393860E-04	0.000000E+00	0.000000E+00	0.000000E+00	3.949001E-03	0.000000E+00
33	-4.892041E-01	-1.925365E-01	-3.137689E-01	0.000000E+00	-3.137839E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
"# Orientation 347 : pitch = 0.0 degree ;   roll = 12.0 degree"														
1	0.000000E+00	1.144978E-08	1.604605E-08	5.930297E-01	2.965149E-01	2.500000E-01	0.000000E+00	2.500000E-01	5.000000E-01	2.500000E-01	5.000000E-01	5.000000E-01	5.000000E-01	0.000000E+00
2	0.000000E+00	-6.421988E-04	-1.118376E-03	5.730297E-01	2.765149E-01	2.490166E-01	9.834371E-02	2.490166E-01	5.000000E-01	2.490166E-01	4.795532E-01	4.038053E-01	5.000000E-01	0.000000E+00
3	0.000000E+00	-2.120841E-03	-4.313930E-03	5.530297E-01	2.565149E-01	2.460663E-01	1.966874E-01	2.460663E-01	5.000000E-01	2.460663E-01	4.591064E-01	3.076106E-01	5.000000E-01	0.000000E+00
4	0.000000E+00	-3.770057E-03	-9.414895E-03	5.330297E-01	2.365149E-01	2.411491E-01	2.950312E-01	2.411491E-01	5.000000E-01	2.411491E-01	4.386596E-01	2.114159E-01	5.000000E-01	0.000000E+00
5	0.000000E+00	-4.887793E-03	-1.633389E-02	5.130297E-01	2.165149E-01	2.342650E-01	3.933749E-01	2.342650E-01	5.000000E-01	2.342650E-01	4.182128E-01	1.152213E-01	5.000000E-01	0.000000E+00
6	0.000000E+00	-4.670728E-03	-2.506955E-02	4.930297E-01	1.965149E-01	2.254141E-01	4.917187E-01	2.254141E-01	5.000000E-01	2.254141E-01	3.977660E-01	1.902655E-02	5.000000E-01	0.000000E+00
7	0.000000E+00	-3.060553E-03	-3.508045E-02	4.730297E-01	1.765149E-01	2.152291E-01	5.111703E-01	2.152291E-01	4.835974E-01	2.152292E-01	3.773192E-01	0.000000E+00	5.000000E-01	0.000000E+00
8	0.000000E+00	-1.448128E-03	-4.513378E-02	4.530297E-01	1.565149E-01	2.050057E-01	5.111703E-01	2.050057E-01	4.631506E-01	2.050057E-01	3.568723E-01	0.000000E+00	5.000000E-01	0.000000E+00
9	0.000000E+00	1.104291E-04	-5.519272E-02	4.330297E-01	1.365149E-01	1.947823E-01	5.111703E-01	1.947823E-01	4.427038E-01	1.947823E-01	3.364255E-01	0.000000E+00	5.000000E-01	0.000000E+00
10	0.000000E+00	1.606163E-03	-6.525819E-02	4.130297E-01	1.165149E-01	1.845589E-01	5.111703E-01	1.845589E-01	4.222570E-01	1.845589E-01	3.159787E-01	0.000000E+00	5.000000E-01	0.000000E+00
11	0.000000E+00	3.028032E-03	-7.533131E-02	3.930297E-01	9.651486E-02	1.743355E-01	5.111703E-01	1.743355E-01	4.018102E-01	1.743355E-01	2.955319E-01	0.000000E+00	5.000000E-01	0.000000E+00
12	0.000000E+00	4.362237E-03	-8.541356E-02	3.730297E-01	7.651486E-02	1.641121E-01	5.111703E-01	1.641121E-01	3.813634E-01	1.641121E-01	2.750851E-01	0.000000E+00	5.000000E-01	0.000000E+00
13	0.000000E+00	5.591285E-03	-9.550674E-02	3.530297E-01	5.651486E-02	1.538887E-01	5.111703E-01	1.538887E-01	3.609166E-01	1.538887E-01	2.546383E-01	0.000000E+00	5.000000E-01	0.000000E+00
14	0.000000E+00	6.692749E-03	-1.056132E-01	3.330297E-01	3.651486E-02	1.436653E-01	5.111703E-01	1.436653E-01	3.404698E-01	1.436653E-01	2.341915E-01	0.000000E+00	5.000000E-01	0.000000E+00
15	0.000000E+00	7.637274E-03	-1.157359E-01	3.130297E-01	1.651486E-02	1.334419E-01	5.111703E-01	1.334419E-01	3.200229E-01	1.334419E-01	2.137447E-01	0.000000E+00	5.000000E-01	0.000000E+00
16	0.000000E+00	8.385834E-03	-1.258790E-01	2.930297E-01	-3.485142E-03	1.232185E-01	5.111703E-01	1.232185E-01	2.995761E-01	1.232185E-01	1.932978E-01	0.000000E+00	5.000000E-01	0.000000E+00
17	0.000000E+00	8.885216E-03	-1.360480E-01	2.730297E-01	-2.348514E-02	1.129951E-01	5.111703E-01	1.129951E-01	2.791293E-01	1.129951E-01	1.728510E-01	0.000000E+00	5.000000E-01	0.000000E+00
18	0.000000E+00	9.061065E-03	-1.462507E-01	2.530297E-01	-4.348514E-02	1.027717E-01	5.111703E-01	1.027717E-01	2.586825E-01	1.027717E-01	1.524042E-01	0.000000E+00	5.000000E-01	0.000000E+00
19	0.000000E+00	8.806151E-03	-1.564981E-01	2.330297E-01	-6.348514E-02	9.254827E-02	5.111703E-01	9.254827E-02	2.382357E-01	9.254827E-02	1.319574E-01	0.000000E+00	5.000000E-01	0.000000E+00
20	0.000000E+00	7.960018E-03	-1.668069E-01	2.130297E-01	-8.348514E-02	8.232487E-02	5.111703E-01	8.232487E-02	2.177889E-01	8.232488E-02	1.115106E-01	0.000000E+00	5.000000E-01	0.000000E+00
21	0.000000E+00	6.271150E-03	-1.772034E-01	1.930297E-01	-1.034851E-01	7.210146E-02	5.111703E-01	7.210146E-02	1.973421E-01	7.210146E-02	9.106379E-02	0.000000E+00	5.000000E-01	0.000000E+00
22	0.000000E+00	3.321868E-03	-1.877308E-01	1.730297E-01	-1.234851E-01	6.187806E-02	5.111703E-01	6.187806E-02	1.768953E-01	6.187807E-02	7.061699E-02	0.000000E+00	5.000000E-01	0.000000E+00
23	0.000000E+00	-1.636255E-03	-1.984670E-01	1.530297E-01	-1.434851E-01	5.165465E-02	5.111703E-01	5.165465E-02	1.564484E-01	5.165466E-02	5.017017E-02	0.000000E+00	5.000000E-01	0.000000E+00
24	0.000000E+00	-1.009025E-02	-2.095666E-01	1.330297E-01	-1.634851E-01	4.143124E-02	5.111703E-01	4.143124E-02	1.360016E-01	4.143125E-02	2.972335E-02	0.000000E+00	5.000000E-01	0.000000E+00
25	0.000000E+00	-2.547574E-02	-2.213865E-01	1.130297E-01	-1.834851E-01	3.120785E-02	5.111703E-01	3.120784E-02	1.155548E-01	3.120785E-02	9.276557E-03	0.000000E+00	5.000000E-01	0.000000E+00
26	0.000000E+00	-5.326026E-02	-2.344951E-01	9.302969E-02	-2.034851E-01	2.127794E-02	4.574443E-01	2.127794E-02	9.510801E-02	2.127795E-02	0.000000E+00	0.000000E+00	4.474480E-01	0.000000E+00
27	0.000000E+00	-8.320739E-02	-2.478284E-01	7.302969E-02	-2.234851E-01	1.311250E-02	3.591006E-01	1.311250E-02	7.466121E-02	1.311251E-02	0.000000E+00	0.000000E+00	3.512534E-01	0.000000E+00
28	5.960464E-08	-1.131546E-01	-2.611617E-01	5.302969E-02	-2.434851E-01	6.913918E-03	2.607567E-01	6.913916E-03	5.421436E-02	6.913920E-03	0.000000E+00	0.000000E+00	2.550585E-01	0.000000E+00
29	5.960464E-08	-1.431017E-01	-2.744951E-01	3.302969E-02	-2.634851E-01	2.682224E-03	1.624130E-01	2.682223E-03	3.376757E-02	2.682226E-03	0.000000E+00	0.000000E+00	1.588639E-01	0.000000E+00
30	1.788139E-07	-1.730489E-01	-2.878284E-01	1.302969E-02	-2.834851E-01	4.174021E-04	6.406940E-02	4.174017E-04	1.332078E-02	4.174026E-04	0.000000E+00	0.000000E+00	6.266933E-02	0.000000E+00
31	1.161695E-04	-1.925291E-01	-2.965015E-01	0.000000E+00	-2.965148E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
"# Orientation 348 : pitch = 2.0 degree ;   roll = 12.0 degree"														
1	-1.052993E-08	-3.451378E-09	-5.057623E-09	6.275679E-01	3.137839E-01	2.500000E-01	0.000000E+00	2.500000E-01	5.000000E-01	2.500000E-01	5.000000E-01	5.000000E-01	5.000000E-01	0.000000E+00
2	2.608790E-04	-1.280640E-04	-2.249530E-04	6.075679E-01	2.937839E-01	2.498119E-01	2.821348E-02	2.490154E-01	5.000000E-01	2.500000E-01	4.941377E-01	4.724198E-01	5.000000E-01	0.000000E+00
3	1.240183E-03	-8.914654E-04	-1.714920E-03	5.875679E-01	2.737839E-01	2.484984E-01	1.110190E-01	2.460615E-01	5.000000E-01	2.499360E-01	4.769319E-01	3.914732E-01	5.000000E-01	0.000000E+00
4	2.304663E-03	-2.341646E-03	-5.170559E-03	5.675679E-01	2.537839E-01	2.452934E-01	2.094826E-01	2.411383E-01	5.000000E-01	2.484491E-01	4.564727E-01	2.952199E-01	5.000000E-01	0.000000E+00
5	3.364672E-03	-3.872309E-03	-1.052160E-02	5.475679E-01	2.337839E-01	2.401191E-01	3.079463E-01	2.342458E-01	5.000000E-01	2.449930E-01	4.360134E-01	1.989665E-01	5.000000E-01	0.000000E+00
6	4.458596E-03	-4.767794E-03	-1.769186E-02	5.275679E-01	2.137839E-01	2.329755E-01	4.064100E-01	2.253841E-01	5.000000E-01	2.395676E-01	4.155541E-01	1.027132E-01	5.000000E-01	0.000000E+00
7	5.462576E-03	-4.336301E-03	-2.659435E-02	5.075679E-01	1.937839E-01	2.239610E-01	4.865736E-01	2.151917E-01	4.961975E-01	2.321729E-01	3.950948E-01	2.434914E-02	5.000000E-01	0.000000E+00
8	5.684425E-03	-2.871949E-03	-3.649883E-02	4.875679E-01	1.737839E-01	2.138873E-01	5.114819E-01	2.049621E-01	4.809138E-01	2.228126E-01	3.746356E-01	0.000000E+00	5.000000E-01	0.000000E+00
9	5.682696E-03	-1.266483E-03	-4.655895E-02	4.675679E-01	1.537839E-01	2.036577E-01	5.114819E-01	1.947325E-01	4.604546E-01	2.125829E-01	3.541763E-01	0.000000E+00	5.000000E-01	0.000000E+00
10	5.717684E-03	2.838488E-04	-5.662543E-02	4.475679E-01	1.337839E-01	1.934281E-01	5.114819E-01	1.845028E-01	4.399953E-01	2.023533E-01	3.337170E-01	0.000000E+00	5.000000E-01	0.000000E+00
11	5.795588E-03	1.769778E-03	-6.669933E-02	4.275679E-01	1.137839E-01	1.831984E-01	5.114819E-01	1.742732E-01	4.195360E-01	1.921237E-01	3.132577E-01	0.000000E+00	5.000000E-01	0.000000E+00
12	5.923976E-03	3.179889E-03	-7.678196E-02	4.075679E-01	9.378393E-02	1.729688E-01	5.114819E-01	1.640436E-01	3.990767E-01	1.818940E-01	2.927985E-01	0.000000E+00	5.000000E-01	0.000000E+00
13	6.112446E-03	4.499909E-03	-8.687500E-02	3.875679E-01	7.378393E-02	1.627392E-01	5.114819E-01	1.538139E-01	3.786175E-01	1.716644E-01	2.723392E-01	0.000000E+00	5.000000E-01	0.000000E+00
14	6.373037E-03	5.711686E-03	-9.698050E-02	3.675679E-01	5.378393E-02	1.525095E-01	5.114819E-01	1.435843E-01	3.581582E-01	1.614348E-01	2.518799E-01	0.000000E+00	5.000000E-01	0.000000E+00
15	6.721307E-03	6.791871E-03	-1.071012E-01	3.475679E-01	3.378393E-02	1.422799E-01	5.114819E-01	1.333546E-01	3.376989E-01	1.512051E-01	2.314206E-01	0.000000E+00	5.000000E-01	0.000000E+00
16	7.177700E-03	7.709902E-03	-1.172406E-01	3.275679E-01	1.378393E-02	1.320502E-01	5.114819E-01	1.231250E-01	3.172396E-01	1.409755E-01	2.109613E-01	0.000000E+00	5.000000E-01	0.000000E+00
17	7.769336E-03	8.424904E-03	-1.274034E-01	3.075679E-01	-6.216066E-03	1.218206E-01	5.114819E-01	1.128954E-01	2.967804E-01	1.307458E-01	1.905021E-01	0.000000E+00	5.000000E-01	0.000000E+00
18	8.533467E-03	8.881059E-03	-1.375960E-01	2.875679E-01	-2.621607E-02	1.115910E-01	5.114819E-01	1.026657E-01	2.763211E-01	1.205162E-01	1.700428E-01	0.000000E+00	5.000000E-01	0.000000E+00
19	9.522308E-03	8.999985E-03	-1.478275E-01	2.675679E-01	-4.621607E-02	1.013613E-01	5.114819E-01	9.243609E-02	2.558618E-01	1.102866E-01	1.495835E-01	0.000000E+00	5.000000E-01	0.000000E+00
20	1.081156E-02	8.668121E-03	-1.581110E-01	2.475679E-01	-6.621607E-02	9.113170E-02	5.114819E-01	8.220646E-02	2.354025E-01	1.000569E-01	1.291243E-01	0.000000E+00	5.000000E-01	0.000000E+00
21	1.251518E-02	7.714477E-03	-1.684662E-01	2.275679E-01	-8.621607E-02	8.090205E-02	5.114819E-01	7.197682E-02	2.149432E-01	8.982729E-02	1.086650E-01	0.000000E+00	5.000000E-01	0.000000E+00
22	1.481300E-02	5.869057E-03	-1.789242E-01	2.075679E-01	-1.062161E-01	7.067243E-02	5.114819E-01	6.174719E-02	1.944840E-01	7.959766E-02	8.820572E-02	0.000000E+00	5.000000E-01	0.000000E+00
23	1.800691E-02	2.679032E-03	-1.895372E-01	1.875679E-01	-1.262161E-01	6.044278E-02	5.114819E-01	5.151755E-02	1.740247E-01	6.936802E-02	6.774643E-02	0.000000E+00	5.000000E-01	0.000000E+00
24	2.264445E-02	-2.677325E-03	-2.004000E-01	1.675679E-01	-1.462161E-01	5.021314E-02	5.114819E-01	4.128791E-02	1.535654E-01	5.913837E-02	4.728714E-02	0.000000E+00	5.000000E-01	0.000000E+00
25	2.983360E-02	-1.186280E-02	-2.117043E-01	1.475679E-01	-1.662161E-01	3.998351E-02	5.114819E-01	3.105828E-02	1.331062E-01	4.890875E-02	2.682789E-02	0.000000E+00	5.000000E-01	0.000000E+00
26	4.168348E-02	-2.847781E-02	-2.238603E-01	1.275679E-01	-1.862161E-01	2.978712E-02	5.025960E-01	2.113875E-02	1.126469E-01	3.867910E-02	8.214957E-03	0.000000E+00	4.913136E-01	0.000000E+00
27	5.548631E-02	-5.422476E-02	-2.369987E-01	1.075679E-01	-2.062161E-01	2.023997E-02	4.427154E-01	1.299892E-02	9.218762E-02	2.844948E-02	1.979807E-04	0.000000E+00	4.327773E-01	0.000000E+00
28	7.257687E-02	-8.325319E-02	-2.505343E-01	8.756789E-02	-2.262161E-01	1.235239E-02	3.452044E-01	6.828351E-03	7.172831E-02	1.887582E-02	0.000000E+00	0.000000E+00	3.374552E-01	0.000000E+00
29	1.023912E-01	-1.116356E-01	-2.642198E-01	6.756789E-02	-2.462161E-01	6.432944E-03	2.467408E-01	2.627070E-03	5.126905E-02	1.123820E-02	0.000000E+00	0.000000E+00	2.412019E-01	0.000000E+00
30	1.640791E-01	-1.383517E-01	-2.782760E-01	4.756789E-02	-2.662161E-01	2.482767E-03	1.482773E-01	3.950578E-04	3.080980E-02	5.569861E-03	0.000000E+00	0.000000E+00	1.449487E-01	0.000000E+00
31	2.924684E-01	-1.615809E-01	-2.931080E-01	2.756789E-02	-2.862161E-01	4.925902E-04	5.360478E-02	0.000000E+00	1.113827E-02	1.870781E-03	0.000000E+00	0.000000E+00	5.240145E-02	0.000000E+00
32	4.353003E-01	-1.840549E-01	-3.081080E-01	7.567885E-03	-3.062161E-01	1.019066E-05	4.039688E-03	0.000000E+00	8.393867E-04	1.409831E-04	0.000000E+00	0.000000E+00	3.949004E-03	0.000000E+00
33	4.892040E-01	-1.925364E-01	-3.137689E-01	0.000000E+00	-3.137840E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
"# Orientation 349 : pitch = 4.0 degree ;   roll = 12.0 degree"														
1	1.011725E-08	-3.451378E-09	-2.470059E-08	6.613415E-01	3.306707E-01	2.500000E-01	0.000000E+00	2.500000E-01	5.000000E-01	2.500000E-01	5.000000E-01	5.000000E-01	5.000000E-01	0.000000E+00
2	1.539689E-04	-6.425726E-05	-1.193234E-04	6.413415E-01	3.106707E-01	2.499055E-01	1.416709E-02	2.490117E-01	5.000000E-01	2.500000E-01	4.970617E-01	4.861763E-01	5.000000E-01	0.000000E+00
3	1.020084E-03	-4.472320E-04	-9.114989E-04	6.213415E-01	2.906707E-01	2.492444E-01	5.666835E-02	2.460470E-01	5.000000E-01	2.500000E-01	4.882467E-01	4.447050E-01	5.000000E-01	0.000000E+00
4	2.738009E-03	-1.288313E-03	-2.943988E-03	6.013415E-01	2.706707E-01	2.474499E-01	1.275038E-01	2.411058E-01	5.000000E-01	2.500000E-01	4.735551E-01	3.755863E-01	5.000000E-01	0.000000E+00
5	4.857371E-03	-2.530101E-03	-6.693060E-03	5.813415E-01	2.506707E-01	2.439681E-01	2.229570E-01	2.341880E-01	5.000000E-01	2.497407E-01	4.537576E-01	2.824464E-01	5.000000E-01	0.000000E+00
6	6.999264E-03	-3.741819E-03	-1.232860E-02	5.613415E-01	2.306707E-01	2.385207E-01	3.217817E-01	2.252938E-01	5.000000E-01	2.477402E-01	4.332608E-01	1.860167E-01	5.000000E-01	0.000000E+00
7	9.124766E-03	-4.260573E-03	-1.974749E-02	5.413415E-01	2.106707E-01	2.311479E-01	4.111991E-01	2.150793E-01	4.980489E-01	2.437631E-01	4.127641E-01	9.876632E-02	5.000000E-01	0.000000E+00
8	1.067997E-02	-3.862250E-03	-2.855147E-02	5.213415E-01	1.906707E-01	2.222610E-01	4.727680E-01	2.048310E-01	4.903219E-01	2.378096E-01	3.922673E-01	3.868957E-02	5.000000E-01	0.000000E+00
9	1.132173E-02	-2.684567E-03	-3.823284E-02	5.013415E-01	1.706707E-01	2.124261E-01	5.060027E-01	1.945826E-01	4.767182E-01	2.298796E-01	3.717706E-01	6.260328E-03	5.000000E-01	0.000000E+00
10	1.139064E-02	-1.125160E-03	-4.828457E-02	4.813415E-01	1.506707E-01	2.022065E-01	5.124185E-01	1.843342E-01	4.575521E-01	2.200787E-01	3.512738E-01	0.000000E+00	5.000000E-01	0.000000E+00
11	1.147361E-02	4.150088E-04	-5.837263E-02	4.613415E-01	1.306707E-01	1.919581E-01	5.124185E-01	1.740858E-01	4.370554E-01	2.098304E-01	3.307771E-01	0.000000E+00	5.000000E-01	0.000000E+00
12	1.164479E-02	1.888555E-03	-6.847061E-02	4.413415E-01	1.106707E-01	1.817097E-01	5.124185E-01	1.638375E-01	4.165586E-01	1.995820E-01	3.102804E-01	0.000000E+00	5.000000E-01	0.000000E+00
13	1.192005E-02	3.283542E-03	-7.858030E-02	4.213415E-01	9.067073E-02	1.714614E-01	5.124185E-01	1.535891E-01	3.960619E-01	1.893336E-01	2.897836E-01	0.000000E+00	5.000000E-01	0.000000E+00
14	1.231922E-02	4.584994E-03	-8.870396E-02	4.013415E-01	7.067073E-02	1.612130E-01	5.124185E-01	1.433407E-01	3.755652E-01	1.790853E-01	2.692869E-01	0.000000E+00	5.000000E-01	0.000000E+00
15	1.286752E-02	5.773839E-03	-9.884439E-02	3.813415E-01	5.067073E-02	1.509646E-01	5.124185E-01	1.330924E-01	3.550684E-01	1.688369E-01	2.487901E-01	0.000000E+00	5.000000E-01	0.000000E+00
16	1.359750E-02	6.825488E-03	-1.090053E-01	3.613415E-01	3.067073E-02	1.407163E-01	5.124185E-01	1.228440E-01	3.345717E-01	1.585885E-01	2.282934E-01	0.000000E+00	5.000000E-01	0.000000E+00
17	1.455207E-02	7.707607E-03	-1.191914E-01	3.413415E-01	1.067073E-02	1.304679E-01	5.124185E-01	1.125956E-01	3.140749E-01	1.483401E-01	2.077967E-01	0.000000E+00	5.000000E-01	0.000000E+00
18	1.578857E-02	8.376848E-03	-1.294094E-01	3.213415E-01	-9.329270E-03	1.202195E-01	5.124185E-01	1.023473E-01	2.935782E-01	1.380918E-01	1.872999E-01	0.000000E+00	5.000000E-01	0.000000E+00
19	1.738591E-02	8.773681E-03	-1.396679E-01	3.013415E-01	-2.932927E-02	1.099711E-01	5.124185E-01	9.209888E-02	2.730814E-01	1.278434E-01	1.668032E-01	0.000000E+00	5.000000E-01	0.000000E+00
20	1.945526E-02	8.814123E-03	-1.499795E-01	2.813415E-01	-4.932927E-02	9.972278E-02	5.124185E-01	8.185052E-02	2.525847E-01	1.175950E-01	1.463064E-01	0.000000E+00	5.000000E-01	0.000000E+00
21	2.215887E-02	8.375731E-03	-1.603626E-01	2.613415E-01	-6.932927E-02	8.947441E-02	5.124185E-01	7.160215E-02	2.320880E-01	1.073467E-01	1.258097E-01	0.000000E+00	5.000000E-01	0.000000E+00
22	2.574278E-02	7.272657E-03	-1.708448E-01	2.413415E-01	-8.932927E-02	7.922605E-02	5.124185E-01	6.135379E-02	2.115912E-01	9.709830E-02	1.053130E-01	0.000000E+00	5.000000E-01	0.000000E+00
